,id,text,game,cleaned,english,len,sw_removed,stemmed
1133,1.36065383897439e+18,"Why is #ForzaHorizon3 so beautiful?!  #Australia #VGPUnite #forzatography #ForzaHorizon #Retweet 
https://t.co/cH7tXKAm71 https://t.co/qW4WEeZlUH https://t.co/2xJ88ZJKDv",ForzaHorizon5,why is forzahorizon so beautiful australia vgpunite forzatography forzahorizon retweet https t co ch txkam https t co qw weezluh https t co xj zjkdv,why is so beautiful t t t,7,beautiful,beauti
1134,1.36045844646271e+18,"GT: Hotrod King87 
File: NFS RAZOR
Car: 2020 GT500
SC: 170 188 050

@ForzaHorizon @forzahorizon4 @forzashare_ @forzahorizon_world @forzaworld  #ForzaHorizon4 #forzaphotography #forzashare #forzapics #forzafreaks #forzapaint #forzalivery #needforspeed #ford #fordperformance https://t.co/cYj1IHj3yt",ForzaHorizon5,gt hotrod king file nfs razor car gt sc forzahorizon forzahorizon forzashare forzahorizon world forzaworld forzahorizon forzaphotography forzashare forzapics forzafreaks forzapaint forzalivery needforspeed ford fordperformance https t co cyj ihj yt,king file razor car world ford t,7,king file razor car world ford,king file razor car world ford
1135,1.36033796541588e+18,@ForzaHorizon Twice wrapped it https://t.co/Qs09f8S1pQ,ForzaHorizon5,forzahorizon twice wrapped it https t co qs f s pq,twice wrapped it t f s,6,twice wrapped,twice wrap
1136,1.36022395048423e+18,"@roushperformance stage 3 
2020 Ford Shelby GT500

GT: Hotrod King87 
File: ROUSH S3
SC: 208 567 182
Tune file: ROUSH S3
SC: 949 012 673
@ForzaHorizon #ForzaHorizon4 @forzahorizon_world @ForzaWorld @fordperformance #forzahonrizon4 #forzaphotos #forzapics #forzapaint #forzalivery https://t.co/7ikil4gROg",ForzaHorizon5,roushperformance stage ford shelby gt gt hotrod king file roush s sc tune file roush s sc forzahorizon forzahorizon forzahorizon world forzaworld fordperformance forzahonrizon forzaphotos forzapics forzapaint forzalivery https t co ikil grog,stage ford king file s tune file s world t grog,11,stage ford king file tune file world grog,stage ford king file tune file world grog
1137,1.35996235264132e+18,Now I can drive my 2020 Shelby GT500 virtually since it keeps snowing... https://t.co/dqvH8x9HD3,ForzaHorizon5,now i can drive my shelby gt virtually since it keeps snowing https t co dqvh x hd,now i can drive my virtually since it t x,10,drive virtually since,drive virtual sinc
1139,1.35993192296998e+18,"Got the 2020 GT500 today and I had to get flames on it. Now available 

GT: Hotrod King87 
Car: 2020 GT500
SC: 851 803 231
@forzashare_ @forzahorizon_world @forzaworld @ford @shelbyamerican #forzahorizon4 #forza #forzashare #forzahorizon #forzapainter #fordperformance #hotrod https://t.co/U0vYFQdfoZ",ForzaHorizon5,got the gt today and i had to get flames on it now available gt hotrod king car gt sc forzashare forzahorizon world forzaworld ford shelbyamerican forzahorizon forza forzashare forzahorizon forzapainter fordperformance hotrod https t co u vyfqdfoz,got the today and i had to get on it now available king car world ford t u,18,got today get available king car world ford,got today get avail king car world ford
1142,1.35954792697293e+18,@yarrokon @ForzaHorizon @ForzaMotorsport @WeArePlayground @ToyotaRacing @ToyotaMotorCorp @RealBajnes @FCB_GRIZZLY @Brokenvegetable @redbullgaming @drinkbai @GTOmegaRacing @Merginator @robi4tv @ForzaHorizon4U1 @NanoSpartanJ Enjoy it?!?! I need to be told when these streams are happening!!!,ForzaHorizon5,yarrokon forzahorizon forzamotorsport weareplayground toyotaracing toyotamotorcorp realbajnes fcb grizzly brokenvegetable redbullgaming drinkbai gtomegaracing merginator robi tv forzahorizon u nanospartanj enjoy it i need to be told when these streams are happening,grizzly u enjoy it i need to be told when these are happening,13,grizzly enjoy need told happening,grizzli enjoy need told happen
1143,1.35949589504636e+18,"@alexbanksdesign @FurryIkleEwok @stuzib85 @ForzaHorizon4U1 @raddreck @SEFx @TellusRift @For_Fox_Ache @Fluex_Artworks @PTG_Ace_Ventura @PTG_Wildcat @ForzaHorizon @johniwanna @jgoodmanartist @mesasphere @ForzaLiveryGuy @VarjoDesigns Congrats, AB!!!",ForzaHorizon5,alexbanksdesign furryikleewok stuzib forzahorizon u raddreck sefx tellusrift for fox ache fluex artworks ptg ace ventura ptg wildcat forzahorizon johniwanna jgoodmanartist mesasphere forzaliveryguy varjodesigns congrats ab,u for fox ache ace wildcat,6,fox ache ace wildcat,fox ach ace wildcat
1144,1.3594855936805e+18,@PTG_Wildcat @ForzaHorizon4U1 @raddreck @SEFx @TellusRift @stuzib85 @For_Fox_Ache @Fluex_Artworks @PTG_Ace_Ventura @ForzaHorizon @johniwanna @jgoodmanartist @ConnerSpeed6 @swedishthunder He was always one of my go toâ€™s! I miss his work!,ForzaHorizon5,ptg wildcat forzahorizon u raddreck sefx tellusrift stuzib for fox ache fluex artworks ptg ace ventura forzahorizon johniwanna jgoodmanartist connerspeed swedishthunder he was always one of my go to s i miss his work,wildcat u for fox ache ace he was always one of my go to s i miss his work,19,wildcat fox ache ace always one go miss work,wildcat fox ach ace alway one go miss work
1145,1.35935592530432e+18,@fossevitesse @robi4tv @ForzaHorizon @ForzaMotorsport @WeArePlayground @ToyotaRacing @ToyotaMotorCorp @RealBajnes @yarrokon @FCB_GRIZZLY @Brokenvegetable @redbullgaming @drinkbai @GTOmegaRacing @Merginator @ForzaHorizon4U1 I just set a 28 Min 36 Sec tome in the 74 Celica GT A Class!,ForzaHorizon5,fossevitesse robi tv forzahorizon forzamotorsport weareplayground toyotaracing toyotamotorcorp realbajnes yarrokon fcb grizzly brokenvegetable redbullgaming drinkbai gtomegaracing merginator forzahorizon u i just set a min sec tome in the celica gt a class,grizzly u i just set a min sec tome in the a class,13,grizzly set min sec tome class,grizzli set min sec tome class
1146,1.35932040092942e+18,@irwill777 @Merginator @robi4tv @Bubbles_A4PD @DonJoewonSong @DaCoPilot @ForzaHorizon @Fireprofcargo7 @Mr_Pebb He is really only active on FB. His name is literally Sevinhand on FB.,ForzaHorizon5,irwill merginator robi tv bubbles a pd donjoewonsong dacopilot forzahorizon fireprofcargo mr pebb he is really only active on fb his name is literally sevinhand on fb,a he is really only active on his name is literally on,12,really active name literally,realli activ name liter
1147,1.35930110822993e+18,@philenespanol This just mean that @ForzaHorizon needs to add a stock car to the barn finds in the next Installment of the series,ForzaHorizon5,philenespanol this just mean that forzahorizon needs to add a stock car to the barn finds in the next installment of the series,this just mean that needs to add a stock car to the barn in the next installment of the series,20,mean needs add stock car barn next installment series,mean need add stock car barn next instal seri
1148,1.35927155904788e+18,"@fossevitesse @robi4tv @ForzaHorizon @ForzaMotorsport @WeArePlayground @ToyotaRacing @ToyotaMotorCorp @RealBajnes @yarrokon @FCB_GRIZZLY @Brokenvegetable @redbullgaming @drinkbai @GTOmegaRacing @Merginator @ForzaHorizon4U1 I can set a fast A Class time and report back, but no way to really track people's times other than asking them to send them to me!",ForzaHorizon5,fossevitesse robi tv forzahorizon forzamotorsport weareplayground toyotaracing toyotamotorcorp realbajnes yarrokon fcb grizzly brokenvegetable redbullgaming drinkbai gtomegaracing merginator forzahorizon u i can set a fast a class time and report back but no way to really track people s times other than asking them to send them to me,grizzly u i can set a fast a class time and report back but no way to really track people s times other than them to send them to me,30,grizzly set fast class time report back way really track people times send,grizzli set fast class time report back way realli track peopl time send
1149,1.3591941225491e+18,"Just a casual 40 mile rally cruise... Can you tame ""Zeus""?! Check out the new video!
TatooTone68
Route: 148 760 508
#Retweet #Subscribe #RallyRacing
@ForzaHorizon @ForzaMotorsport @WeArePlayground @ToyotaRacing @ToyotaMotorCorp

https://t.co/QQs8Yfkn1g https://t.co/1FLtrOjmvH",ForzaHorizon5,just a casual mile rally cruise can you tame zeus check out the new video tatootone route retweet subscribe rallyracing forzahorizon forzamotorsport weareplayground toyotaracing toyotamotorcorp https t co qqs yfkn g https t co fltrojmvh,just a casual mile rally cruise can you tame check out the new video route subscribe t g t,19,casual mile rally cruise tame check new video route subscribe,casual mile ralli cruis tame check new video rout subscrib
1150,1.35895708663841e+18,Since Sony letting the show go to Xbox @Microsoft could atleast let us get @ForzaHorizon and @ForzaMotorsport on PlayStation Ijs,ForzaHorizon5,since sony letting the show go to xbox microsoft could atleast let us get forzahorizon and forzamotorsport on playstation ijs,since the show go to could let us get and on,11,since show go could let us get,sinc show go could let us get
1151,1.35889610404628e+18,"@verschurendaan and I teamed up for a little head to head in the @Peugeot 205 Rallye! Big shoutout to @RobinV275 for the great FWD B Class tune on it!
 WOMBI 62
#Retweet #Subscribe #RallyRacing
@ForzaHorizon @WeArePlayground

https://t.co/uNGGmTMPw0 https://t.co/BDBdyCrTXc",ForzaHorizon5,verschurendaan and i teamed up for a little head to head in the peugeot rallye big shoutout to robinv for the great fwd b class tune on it wombi retweet subscribe rallyracing forzahorizon weareplayground https t co unggmtmpw https t co bdbdycrtxc,and i up for a little head to head in the big to for the great b class tune on it subscribe t t,24,little head head big great class tune subscribe,littl head head big great class tune subscrib
1152,1.35813802781044e+18,@irwill777 @Bugatti @ForzaHorizon @ForzaShoutouts @WeArePlayground @TellusRift @robi4tv @redbullgaming @FCB_GRIZZLY @Brokenvegetable @Merginator @drinkbai @RealBajnes @GTOmegaRacing @YouTubeGaming Please do! It needs some proper shots done!!!,ForzaHorizon5,irwill bugatti forzahorizon forzashoutouts weareplayground tellusrift robi tv redbullgaming fcb grizzly brokenvegetable merginator drinkbai realbajnes gtomegaracing youtubegaming please do it needs some proper shots done,grizzly please do it needs some proper done,8,grizzly please needs proper done,grizzli pleas need proper done
1154,1.35808351091393e+18,@robi4tv @Bugatti @ForzaHorizon @ForzaShoutouts @WeArePlayground @TellusRift @irwill777 @redbullgaming @FCB_GRIZZLY @Brokenvegetable @Merginator @drinkbai @RealBajnes @GTOmegaRacing @YouTubeGaming There is so much detail on this paint!!!,ForzaHorizon5,robi tv bugatti forzahorizon forzashoutouts weareplayground tellusrift irwill redbullgaming fcb grizzly brokenvegetable merginator drinkbai realbajnes gtomegaracing youtubegaming there is so much detail on this paint,grizzly there is so much detail on this paint,9,grizzly much detail paint,grizzli much detail paint
1155,1.35806853775611e+18,"@FCB_GRIZZLY @Bugatti @ForzaHorizon @ForzaShoutouts @WeArePlayground @TellusRift @robi4tv @irwill777 @redbullgaming @Brokenvegetable @Merginator @drinkbai @RealBajnes @GTOmegaRacing @YouTubeGaming He has so mamy badass paints out there. Just so different than anything everyone else does!

Thanks, brotha ",ForzaHorizon5,fcb grizzly bugatti forzahorizon forzashoutouts weareplayground tellusrift robi tv irwill redbullgaming brokenvegetable merginator drinkbai realbajnes gtomegaracing youtubegaming he has so mamy badass paints out there just so different than anything everyone else does thanks brotha,grizzly he so out there just so different than anything everyone else does thanks,14,grizzly different anything everyone else thanks,grizzli differ anyth everyon els thank
1156,1.35806791235188e+18,"@Bugatti Chiron 
This Samoa paint was done by a prolific painter that goes by ""SEVINHAND""
Go grab it today for yours!!! 
@ForzaHorizon @ForzaShoutouts @WeArePlayground @TellusRift https://t.co/HmJ7Va67B7",ForzaHorizon5,bugatti chiron this samoa paint was done by a prolific painter that goes by sevinhand go grab it today for yours forzahorizon forzashoutouts weareplayground tellusrift https t co hmj va b,this paint was done by a prolific painter that goes by go grab it today for yours t b,19,paint done prolific painter goes go grab today,paint done prolif painter goe go grab today
1157,1.35765513794732e+18,@IAmBrownfield @ForzaHorizon Whoaaaa thatâ€™s sickkk mannnnnn if that happened Iâ€™d be @ForzaHorizon freakin spokes person lmao ,ForzaHorizon5,iambrownfield forzahorizon whoaaaa that s sickkk mannnnnn if that happened i d be forzahorizon freakin spokes person lmao,that s if that i d be person,8,person,person
1159,1.3576472267517e+18,@IAmBrownfield @ForzaHorizon Hell yeah Fam canâ€™t wait to release this one !!! I love the energy,ForzaHorizon5,iambrownfield forzahorizon hell yeah fam can t wait to release this one i love the energy,hell yeah fam can t wait to release this one i love the energy,14,hell yeah fam wait release one love energy,hell yeah fam wait releas one love energi
