game_name,released_date,platform,overall_rating,exceptional,recommended,meh,skip,metacritic,suggestions_count,tags,all,new_tags,new_plat,year
Silence of the Sleep,10/1/2014,PC',2.5,,3,6,5,66,391,"singleplayer', 'atmospheric', 'horror', 'dark'",", 'all","singleplayer', 'atmospheric', 'horror', 'dark', 'all","PC', 'all",2014
A.R.E.S.: Extinction Agenda,1/19/2011,PC',2.94,2,8,19,7,68,583,"singleplayer', 'space', 'short', 'robots'",", 'all","singleplayer', 'space', 'short', 'robots', 'all","PC', 'all",2011
Yakuza 5,12/6/2012,"PlayStation 4', 'PlayStation 3'",4.36,53,40,7,3,83,434,"atmospheric', 'exploration', 'drama', 'karaoke'",", 'all","atmospheric', 'exploration', 'drama', 'karaoke', 'all","PlayStation 4', 'PlayStation 3', 'all",2012
Ultimate General: Gettysburg,9/23/2014,"PC', 'iOS', 'macOS', 'Linux'",2.34,2,5,8,14,84,446,"singleplayer', 'multiplayer', 'tactical', 'stats', 'war', 'historical', 'rts', 'military', 'wargame'",", 'all","singleplayer', 'multiplayer', 'tactical', 'stats', 'war', 'historical', 'rts', 'military', 'wargame', 'all","PC', 'iOS', 'macOS', 'Linux', 'all",2014
Prime World: Defenders,6/5/2013,"PC', 'Nintendo Switch', 'iOS', 'Android'",3.36,1,24,15,5,58,530,"singleplayer', 'rpg', 'funny', 'fantasy', 'classic', 'survival', 'tactical', 'stats', 'steampunk', 'loot'",", 'all","singleplayer', 'rpg', 'funny', 'fantasy', 'classic', 'survival', 'tactical', 'stats', 'steampunk', 'loot', 'all","PC', 'Nintendo Switch', 'iOS', 'Android', 'all",2013
"Pokémon Alpha Sapphire, Omega Ruby",11/21/2014,Nintendo 3DS',4.15,74,146,27,3,83,296,"singleplayer', 'rpg', 'funny', 'fantasy', 'classic', 'survival', 'tactical', 'stats', 'steampunk', 'loot'",", 'all","singleplayer', 'rpg', 'funny', 'fantasy', 'classic', 'survival', 'tactical', 'stats', 'steampunk', 'loot', 'all","Nintendo 3DS', 'all",2014
Fortix 2,5/6/2011,"PC', 'macOS', 'Linux'",2.75,,8,16,8,74,391,"singleplayer', 'stats'",", 'all","singleplayer', 'stats', 'all","PC', 'macOS', 'Linux', 'all",2011
Final Exam,9/4/2013,"PC', 'Xbox 360', 'PlayStation 3'",2.86,1,13,11,10,66,513,"singleplayer', 'multiplayer', 'zombies'",", 'all","singleplayer', 'multiplayer', 'zombies', 'all","PC', 'Xbox 360', 'PlayStation 3', 'all",2013
Analogue: A Hate Story,2/1/2012,"PC', 'macOS', 'Linux'",3.77,10,18,7,4,62,130,"singleplayer', 'anime', 'nudity', 'mystery', 'romance', 'hacking'",", 'all","singleplayer', 'anime', 'nudity', 'mystery', 'romance', 'hacking', 'all","PC', 'macOS', 'Linux', 'all",2012
In Between,8/21/2015,"PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'Android', 'macOS', 'Linux'",2.55,2,5,4,9,68,447,"singleplayer', 'atmospheric', 'fps', 'difficult', 'exploration', 'dark', 'space', 'linear'",", 'all","singleplayer', 'atmospheric', 'fps', 'difficult', 'exploration', 'dark', 'space', 'linear', 'all","PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'Android', 'macOS', 'Linux', 'all",2015
Five Nights at Freddy's 2,11/10/2014,"PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'iOS', 'Android'",3.29,5,44,28,14,62,406,"singleplayer', 'atmospheric', 'horror', 'difficult', 'survival', 'dark', 'mystery', 'historical', 'robots'",", 'all","singleplayer', 'atmospheric', 'horror', 'difficult', 'survival', 'dark', 'mystery', 'historical', 'robots', 'all","PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'iOS', 'Android', 'all",2014
Nether: Resurrected,6/5/2014,PC',1.8,,3,12,26,57,634,"singleplayer', 'multiplayer', 'rpg', 'cooperative', 'horror', 'fps', 'survival', 'zombies', 'pvp', 'crafting', 'mmo', 'pve'",", 'all","singleplayer', 'multiplayer', 'rpg', 'cooperative', 'horror', 'fps', 'survival', 'zombies', 'pvp', 'crafting', 'mmo', 'pve', 'all","PC', 'all",2014
Space Run,6/13/2014,"PC', 'iOS', 'macOS', 'Linux'",3.17,,9,6,3,73,338,"singleplayer', 'space'",", 'all","singleplayer', 'space', 'all","PC', 'iOS', 'macOS', 'Linux', 'all",2014
Ring Runner: Flight of the Sages,7/8/2013,PC',2.69,3,,16,7,75,438,"singleplayer', 'multiplayer', 'rpg', 'cooperative', 'space'",", 'all","singleplayer', 'multiplayer', 'rpg', 'cooperative', 'space', 'all","PC', 'all",2013
Nexuiz,5/10/2012,PC',2.61,1,4,21,10,54,315,"singleplayer', 'multiplayer', 'fps', 'stats'",", 'all","singleplayer', 'multiplayer', 'fps', 'stats', 'all","PC', 'all",2012
F1 2011,9/19/2011,"PC', 'iOS', 'Nintendo 3DS', 'Xbox 360', 'PlayStation 3', 'PS Vita'",3.45,5,19,13,5,83,442,"singleplayer', 'multiplayer'",", 'all","singleplayer', 'multiplayer', 'all","PC', 'iOS', 'Nintendo 3DS', 'Xbox 360', 'PlayStation 3', 'PS Vita', 'all",2011
Enemy Front,5/1/2014,"PC', 'Xbox 360', 'PlayStation 3'",2.6,1,9,23,15,52,618,"singleplayer', 'multiplayer', 'atmospheric', 'cooperative', 'fps', 'stealth', 'tactical', 'war', 'historical', 'military'",", 'all","singleplayer', 'multiplayer', 'atmospheric', 'cooperative', 'fps', 'stealth', 'tactical', 'war', 'historical', 'military', 'all","PC', 'Xbox 360', 'PlayStation 3', 'all",2014
Hover: Revolt Of Gamers,4/6/2015,"PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'macOS', 'Linux'",3.08,,12,8,5,69,480,"singleplayer', 'multiplayer', 'cooperative', 'parkour', 'vr', 'colorful', 'cyberpunk'",", 'all","singleplayer', 'multiplayer', 'cooperative', 'parkour', 'vr', 'colorful', 'cyberpunk', 'all","PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'macOS', 'Linux', 'all",2015
"Guns, Gore & Cannoli",4/29/2015,"PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'macOS'",3.78,8,70,14,5,74,543,"singleplayer', 'cooperative', 'funny', 'gore', 'classic', 'comedy', 'retro', 'zombies', 'cartoon'",", 'all","singleplayer', 'cooperative', 'funny', 'gore', 'classic', 'comedy', 'retro', 'zombies', 'cartoon', 'all","PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'macOS', 'all",2015
Hyperdimension Neptunia Re;Birth2: Sisters Generation / 超次次元ゲイム ネプテューヌRe;Birth2,1/27/2015,"PC', 'PS Vita'",3.4,5,16,8,6,67,423,"rpg', 'remake', 'battle', 'factory', 'castle', 'princess'",", 'all","rpg', 'remake', 'battle', 'factory', 'castle', 'princess', 'all","PC', 'PS Vita', 'all",2015
MirrorMoon EP,9/4/2013,"PC', 'macOS', 'Linux'",2.64,1,4,10,7,73,140,"singleplayer', 'exploration', 'space', 'surreal', 'minimalist', 'abstract'",", 'all","singleplayer', 'exploration', 'space', 'surreal', 'minimalist', 'abstract', 'all","PC', 'macOS', 'Linux', 'all",2013
Medal of Honor: Warfighter,10/23/2012,"PC', 'Xbox 360', 'PlayStation 3'",2.99,6,45,72,29,54,650,"multiplayer', 'combat', 'console'",", 'all","multiplayer', 'combat', 'console', 'all","PC', 'Xbox 360', 'PlayStation 3', 'all",2012
Pro Evolution Soccer 2016,9/15/2015,"PC', 'PlayStation 4', 'Xbox 360', 'PlayStation 3'",3.51,7,28,18,6,83,278,"online', 'football', 'future', 'love'",", 'all","online', 'football', 'future', 'love', 'all","PC', 'PlayStation 4', 'Xbox 360', 'PlayStation 3', 'all",2015
Jagged Alliance - Back in Action,2/8/2012,"PC', 'macOS', 'Linux'",2.55,,7,12,10,62,528,"singleplayer', 'rpg', 'tactical', 'stats', 'remake'",", 'all","singleplayer', 'rpg', 'tactical', 'stats', 'remake', 'all","PC', 'macOS', 'Linux', 'all",2012
The Amazing Spider-Man,6/26/2012,"PC', 'iOS', 'Android', 'Nintendo 3DS', 'Nintendo DS', 'Xbox 360', 'PlayStation 3', 'PS Vita', 'Wii U', 'Wii'",3.37,8,63,66,12,64,439,"building', 'robots', 'superhero', 'city', 'party', 'secrets', 'movie', 'youtube', 'spider', 'virus', 'business'",", 'all","building', 'robots', 'superhero', 'city', 'party', 'secrets', 'movie', 'youtube', 'spider', 'virus', 'business', 'all","PC', 'iOS', 'Android', 'Nintendo 3DS', 'Nintendo DS', 'Xbox 360', 'PlayStation 3', 'PS Vita', 'Wii U', 'Wii', 'all",2012
NEO Scavenger,12/14/2014,"PC', 'iOS', 'Android', 'macOS', 'Linux'",3.78,13,20,8,5,77,359,"singleplayer', 'rpg', 'difficult', 'sandbox', 'survival', 'crafting', 'realistic', 'roguelike', 'hunting'",", 'all","singleplayer', 'rpg', 'difficult', 'sandbox', 'survival', 'crafting', 'realistic', 'roguelike', 'hunting', 'all","PC', 'iOS', 'Android', 'macOS', 'Linux', 'all",2014
Kung Fu Panda: Showdown of Legendary Legends,12/15/2015,"PC', 'PlayStation 4', 'Xbox One', 'Nintendo 3DS', 'Xbox 360', 'PlayStation 3', 'Wii U'",2.23,,4,26,22,66,835,"epic', 'monkey'",", 'all","epic', 'monkey', 'all","PC', 'PlayStation 4', 'Xbox One', 'Nintendo 3DS', 'Xbox 360', 'PlayStation 3', 'Wii U', 'all",2015
Thunder Wolves,5/1/2013,"PC', 'Xbox 360', 'PlayStation 3'",2.64,3,4,6,9,69,348,"singleplayer', 'flight'",", 'all","singleplayer', 'flight', 'all","PC', 'Xbox 360', 'PlayStation 3', 'all",2013
Dracula: The Resurrection,4/17/2014,"PC', 'macOS'",3,1,8,7,5,67,391,"singleplayer', 'horror', 'vampire'",", 'all","singleplayer', 'horror', 'vampire', 'all","PC', 'macOS', 'all",2014
Wargame: Airland Battle,5/23/2013,"PC', 'macOS', 'Linux'",3.47,7,23,12,7,80,409,"singleplayer', 'multiplayer', 'cooperative', 'difficult', 'tactical', 'war', 'historical', 'rts', 'realistic', 'military', 'america', 'wargame'",", 'all","singleplayer', 'multiplayer', 'cooperative', 'difficult', 'tactical', 'war', 'historical', 'rts', 'realistic', 'military', 'america', 'wargame', 'all","PC', 'macOS', 'Linux', 'all",2013
LEGO Pirates of the Caribbean: The Video Game,5/10/2011,"PC', 'Xbox One', 'Nintendo 3DS', 'Nintendo DS', 'macOS', 'Xbox 360', 'PlayStation 3', 'PS Vita', 'PSP', 'Wii'",3.92,17,68,19,2,73,625,"singleplayer', 'multiplayer', 'funny', 'comedy', 'pirates', 'lego'",", 'all","singleplayer', 'multiplayer', 'funny', 'comedy', 'pirates', 'lego', 'all","PC', 'Xbox One', 'Nintendo 3DS', 'Nintendo DS', 'macOS', 'Xbox 360', 'PlayStation 3', 'PS Vita', 'PSP', 'Wii', 'all",2011
Dungeon Hearts,3/28/2013,"PC', 'iOS', 'macOS', 'Linux'",2.5,1,4,10,9,73,332,"singleplayer', 'rpg', 'fantasy'",", 'all","singleplayer', 'rpg', 'fantasy', 'all","PC', 'iOS', 'macOS', 'Linux', 'all",2013
DARK,6/7/2013,"PC', 'Xbox 360'",2.41,3,6,16,19,41,573,"singleplayer', 'multiplayer', 'rpg', 'violent', 'stealth', 'dark', 'vr', 'vampire'",", 'all","singleplayer', 'multiplayer', 'rpg', 'violent', 'stealth', 'dark', 'vr', 'vampire', 'all","PC', 'Xbox 360', 'all",2013
Hunted: The Demon’s Forge,5/31/2011,"PC', 'Xbox 360', 'PlayStation 3'",3.24,4,20,28,7,61,625,"singleplayer', 'rpg', 'cooperative', 'fantasy'",", 'all","singleplayer', 'rpg', 'cooperative', 'fantasy', 'all","PC', 'Xbox 360', 'PlayStation 3', 'all",2011
Shadowgate,8/20/2014,"PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'iOS', 'Android', 'macOS', 'Linux'",3.54,5,10,8,3,65,568,"singleplayer', 'horror', 'fantasy', 'retro', 'remake', 'kickstarter', 'other'",", 'all","singleplayer', 'horror', 'fantasy', 'retro', 'remake', 'kickstarter', 'other', 'all","PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'iOS', 'Android', 'macOS', 'Linux', 'all",2014
Bulb Boy,10/28/2015,"PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'iOS', 'Android', 'macOS'",3.21,2,13,13,5,84,306,"singleplayer', 'atmospheric', 'horror', 'gore', 'dark', 'cute', 'surreal', 'puzzles'",", 'all","singleplayer', 'atmospheric', 'horror', 'gore', 'dark', 'cute', 'surreal', 'puzzles', 'all","PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'iOS', 'Android', 'macOS', 'all",2015
Tekken Tag Tournament 2,9/11/2012,"Xbox One', 'Xbox 360', 'PlayStation 3', 'Wii U'",4,27,77,12,5,83,682,"online', 'combos'",", 'all","online', 'combos', 'all","Xbox One', 'Xbox 360', 'PlayStation 3', 'Wii U', 'all",2012
The Next BIG Thing,4/20/2011,"PC', 'iOS', 'macOS'",3.8,6,27,5,3,75,344,"singleplayer', 'funny', 'comedy', 'mystery'",", 'all","singleplayer', 'funny', 'comedy', 'mystery', 'all","PC', 'iOS', 'macOS', 'all",2011
The Magic Circle,7/9/2015,"PC', 'macOS', 'Linux'",3.44,8,17,11,7,79,537,"singleplayer', 'comedy', 'satire'",", 'all","singleplayer', 'comedy', 'satire', 'all","PC', 'macOS', 'Linux', 'all",2015
Super Mario 3D Land,11/3/2011,Nintendo 3DS',4.2,65,166,12,1,90,223,exclusive',", 'all","exclusive', 'all","Nintendo 3DS', 'all",2011
The Guild Gold Edition,9/9/2014,PC',3.61,7,16,9,4,82,420,"singleplayer', 'multiplayer', 'medieval', 'economy'",", 'all","singleplayer', 'multiplayer', 'medieval', 'economy', 'all","PC', 'all",2014
Eurofighter Typhoon,5/2/2014,PC',2.12,,1,3,4,69,302,"singleplayer', 'flight'",", 'all","singleplayer', 'flight', 'all","PC', 'all",2014
Might & Magic X - Legacy,1/22/2014,"PC', 'macOS'",3.25,6,18,24,8,70,664,"singleplayer', 'rpg', 'fantasy', 'difficult', 'classic', 'tactical', 'retro', 'magic', 'crpg'",", 'all","singleplayer', 'rpg', 'fantasy', 'difficult', 'classic', 'tactical', 'retro', 'magic', 'crpg', 'all","PC', 'macOS', 'all",2014
BlazeRush,10/28/2014,"PC', 'PlayStation 4', 'Nintendo Switch', 'macOS', 'Linux', 'PlayStation 3'",3.67,5,26,11,3,66,553,"singleplayer', 'multiplayer', 'vr', 'party'",", 'all","singleplayer', 'multiplayer', 'vr', 'party', 'all","PC', 'PlayStation 4', 'Nintendo Switch', 'macOS', 'Linux', 'PlayStation 3', 'all",2014
Speedball 2 HD,12/4/2013,PC',2.29,2,2,4,9,53,385,"singleplayer', 'multiplayer', 'stats', 'retro', 'remake'",", 'all","singleplayer', 'multiplayer', 'stats', 'retro', 'remake', 'all","PC', 'all",2013
Heavy Bullets,9/18/2014,"PC', 'macOS', 'Linux'",3.45,2,19,14,3,72,267,"singleplayer', 'horror', 'fps', 'difficult', 'retro', 'roguelike', 'roguelite', 'psychedelic'",", 'all","singleplayer', 'horror', 'fps', 'difficult', 'retro', 'roguelike', 'roguelite', 'psychedelic', 'all","PC', 'macOS', 'Linux', 'all",2014
Chronology,5/11/2014,PC',3.35,1,9,8,2,70,254,"singleplayer', 'short'",", 'all","singleplayer', 'short', 'all","PC', 'all",2014
inMomentum,10/31/2011,PC',2.56,1,3,6,6,59,331,"singleplayer', 'multiplayer', 'parkour'",", 'all","singleplayer', 'multiplayer', 'parkour', 'all","PC', 'all",2011
Miasmata,11/27/2012,PC',2.91,2,4,11,5,76,425,"singleplayer', 'atmospheric', 'horror', 'survival', 'exploration', 'crafting'",", 'all","singleplayer', 'atmospheric', 'horror', 'survival', 'exploration', 'crafting', 'all","PC', 'all",2012
Freedom Wars,6/26/2014,PS Vita',3.21,11,26,24,16,73,201,exclusive',", 'all","exclusive', 'all","PS Vita', 'all",2014
The Detail,10/28/2014,"PC', 'iOS', 'macOS', 'Linux'",2.63,2,5,4,8,77,379,"singleplayer', 'atmospheric', 'stats', 'mature', 'crime', 'detective', 'episodic', 'noir'",", 'all","singleplayer', 'atmospheric', 'stats', 'mature', 'crime', 'detective', 'episodic', 'noir', 'all","PC', 'iOS', 'macOS', 'Linux', 'all",2014
The Legend of Zelda: The Wind Waker HD,8/8/2013,Wii U',4.58,157,40,11,7,90,249,exclusive',", 'all","exclusive', 'all","Wii U', 'all",2013
Animal Crossing: New Leaf,11/8/2012,Nintendo 3DS',4.36,141,87,11,13,88,260,exclusive',", 'all","exclusive', 'all","Nintendo 3DS', 'all",2012
Resistance 3,9/6/2011,PlayStation 3',4.01,21,76,11,3,83,684,exclusive',", 'all","exclusive', 'all","PlayStation 3', 'all",2011
Pro Evolution Soccer 2015,11/11/2014,"PC', 'PlayStation 4', 'Xbox One', 'Xbox 360', 'PlayStation 3'",3.4,8,35,30,9,81,355,"online', 'football', 'balance', 'animation'",", 'all","online', 'football', 'balance', 'animation', 'all","PC', 'PlayStation 4', 'Xbox One', 'Xbox 360', 'PlayStation 3', 'all",2014
Cubemen,3/16/2012,"PC', 'iOS', 'macOS', 'Linux'",2.5,1,4,10,9,74,241,"singleplayer', 'multiplayer'",", 'all","singleplayer', 'multiplayer', 'all","PC', 'iOS', 'macOS', 'Linux', 'all",2012
God Mode,4/19/2013,"PC', 'Xbox 360', 'PlayStation 3'",2.83,2,5,15,7,58,454,"singleplayer', 'multiplayer', 'cooperative'",", 'all","singleplayer', 'multiplayer', 'cooperative', 'all","PC', 'Xbox 360', 'PlayStation 3', 'all",2013
Lucius II,2/13/2015,"PC', 'Linux'",2.8,1,8,22,9,48,402,"singleplayer', 'atmospheric', 'horror', 'funny', 'gore', 'stealth', 'dark', 'nudity', 'blood', 'demons'",", 'all","singleplayer', 'atmospheric', 'horror', 'funny', 'gore', 'stealth', 'dark', 'nudity', 'blood', 'demons', 'all","PC', 'Linux', 'all",2015
Hamilton's Great Adventure,5/31/2011,"PC', 'PlayStation 3'",2.85,,6,16,5,77,481,singleplayer',", 'all","singleplayer', 'all","PC', 'PlayStation 3', 'all",2011
Cibele,11/2/2015,"PC', 'macOS'",2.45,1,11,9,17,71,139,"singleplayer', 'nudity', 'short', 'romance', 'fmv'",", 'all","singleplayer', 'nudity', 'short', 'romance', 'fmv', 'all","PC', 'macOS', 'all",2015
Donkey Kong Country: Tropical Freeze,2/13/2014,"Nintendo Switch', 'Wii U'",4.37,91,81,17,1,84,509,"singleplayer', 'difficult', 'exclusive', 'cute'",", 'all","singleplayer', 'difficult', 'exclusive', 'cute', 'all","Nintendo Switch', 'Wii U', 'all",2014
Xotic,6/1/2011,"PC', 'Xbox 360'",2.3,,1,5,4,67,650,"singleplayer', 'fps'",", 'all","singleplayer', 'fps', 'all","PC', 'Xbox 360', 'all",2011
The Legend of Zelda: Majora's Mask 3D,2/13/2015,Nintendo 3DS',4.38,110,43,13,10,89,531,exclusive',", 'all","exclusive', 'all","Nintendo 3DS', 'all",2015
Mario Kart 8,5/29/2014,Wii U',4.37,139,96,15,9,88,462,"multiplayer', 'online', 'battle', 'underwater', 'race', 'speed', 'animation', 'gravity', 'mario', 'random', 'zelda'",", 'all","multiplayer', 'online', 'battle', 'underwater', 'race', 'speed', 'animation', 'gravity', 'mario', 'random', 'zelda', 'all","Wii U', 'all",2014
Shiftlings,3/3/2015,"PC', 'Xbox One', 'PlayStation 4', 'Wii U'",2.22,,1,4,4,70,468,"singleplayer', 'cooperative', 'comedy', 'puzzles'",", 'all","singleplayer', 'cooperative', 'comedy', 'puzzles', 'all","PC', 'Xbox One', 'PlayStation 4', 'Wii U', 'all",2015
Prime World,3/31/2014,PC',2.51,1,5,17,12,65,629,"multiplayer', 'rpg', 'cooperative', 'fantasy', 'pvp', 'rts', 'competitive', 'mmo', 'steampunk', 'mmorpg', 'moba'",", 'all","multiplayer', 'rpg', 'cooperative', 'fantasy', 'pvp', 'rts', 'competitive', 'mmo', 'steampunk', 'mmorpg', 'moba', 'all","PC', 'all",2014
Rollers of the Realm,11/18/2014,"PC', 'PlayStation 4', 'PS Vita'",3.09,,12,5,5,68,466,"singleplayer', 'rpg', 'pinball'",", 'all","singleplayer', 'rpg', 'pinball', 'all","PC', 'PlayStation 4', 'PS Vita', 'all",2014
Critical Mass,6/20/2011,"PC', 'macOS'",2.16,1,2,6,10,81,119,singleplayer',", 'all","singleplayer', 'all","PC', 'macOS', 'all",2011
Lume,5/9/2011,"PC', 'iOS', 'macOS'",3,,10,6,5,69,141,"singleplayer', 'short'",", 'all","singleplayer', 'short', 'all","PC', 'iOS', 'macOS', 'all",2011
Hot Tin Roof: The Cat That Wore A Fedora,2/19/2015,"PC', 'macOS', 'Linux'",2,,5,3,13,66,365,"singleplayer', 'rpg', 'stats', 'metroidvania', 'detective', 'noir', 'cats'",", 'all","singleplayer', 'rpg', 'stats', 'metroidvania', 'detective', 'noir', 'cats', 'all","PC', 'macOS', 'Linux', 'all",2015
Sniper Elite: Nazi Zombie Army 2,10/30/2013,PC',3.2,2,14,20,5,53,610,"singleplayer', 'multiplayer', 'cooperative', 'horror', 'fps', 'gore', 'survival', 'stealth', 'zombies', 'sniper'",", 'all","singleplayer', 'multiplayer', 'cooperative', 'horror', 'fps', 'gore', 'survival', 'stealth', 'zombies', 'sniper', 'all","PC', 'all",2013
Planet of the Eyes,8/24/2015,"PC', 'PlayStation 4', 'Xbox One', 'macOS'",2.94,,7,7,4,66,167,"singleplayer', 'short', 'robots'",", 'all","singleplayer', 'short', 'robots', 'all","PC', 'PlayStation 4', 'Xbox One', 'macOS', 'all",2015
F1 2013,10/3/2013,"PC', 'Xbox 360', 'PlayStation 3'",3.18,7,27,26,14,78,310,"multiplayer', 'online', 'race', 'history', 'work', 'cars'",", 'all","multiplayer', 'online', 'race', 'history', 'work', 'cars', 'all","PC', 'Xbox 360', 'PlayStation 3', 'all",2013
Tiny Troopers,6/6/2012,"PC', 'iOS', 'macOS'",2.58,2,9,18,16,57,547,"singleplayer', 'multiplayer', 'zombies'",", 'all","singleplayer', 'multiplayer', 'zombies', 'all","PC', 'iOS', 'macOS', 'all",2012
CrimeCraft: GangWars,8/22/2011,PC',1.83,,1,6,11,68,619,"singleplayer', 'multiplayer', 'rpg', 'fps', 'gore', 'controller', 'pvp', 'crime', 'mmo', 'mmorpg', 'pve'",", 'all","singleplayer', 'multiplayer', 'rpg', 'fps', 'gore', 'controller', 'pvp', 'crime', 'mmo', 'mmorpg', 'pve', 'all","PC', 'all",2011
Unmechanical,8/8/2012,"PC', 'iOS', 'Android', 'macOS', 'Linux'",3.76,3,20,11,,74,670,"singleplayer', 'physics', 'robots'",", 'all","singleplayer', 'physics', 'robots', 'all","PC', 'iOS', 'Android', 'macOS', 'Linux', 'all",2012
Big Pharma,8/26/2015,"PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'macOS', 'Linux'",3.46,1,21,12,3,72,365,"singleplayer', 'isometric', 'overlay', 'management', 'economy', 'automation'",", 'all","singleplayer', 'isometric', 'overlay', 'management', 'economy', 'automation', 'all","PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'macOS', 'Linux', 'all",2015
Ghostbusters: Sanctum of Slime,3/23/2011,"PC', 'PlayStation 4', 'Xbox One', 'Xbox 360', 'PlayStation 3'",2.97,5,20,18,16,33,537,"singleplayer', 'multiplayer', 'rpg', 'cooperative', 'horror', 'comedy', 'online', 'battle', 'friends', 'ghosts', 'ghost', 'atari'",", 'all","singleplayer', 'multiplayer', 'rpg', 'cooperative', 'horror', 'comedy', 'online', 'battle', 'friends', 'ghosts', 'ghost', 'atari', 'all","PC', 'PlayStation 4', 'Xbox One', 'Xbox 360', 'PlayStation 3', 'all",2011
Aarklash: Legacy,9/11/2013,PC',3,2,4,9,4,72,595,"singleplayer', 'rpg', 'fantasy', 'difficult', 'tactical'",", 'all","singleplayer', 'rpg', 'fantasy', 'difficult', 'tactical', 'all","PC', 'all",2013
The Baconing,8/31/2011,"PC', 'macOS'",3.35,3,15,8,5,63,582,"singleplayer', 'rpg', 'comedy'",", 'all","singleplayer', 'rpg', 'comedy', 'all","PC', 'macOS', 'all",2011
Scourge: Outbreak,5/28/2013,"PC', 'macOS', 'Xbox 360'",2.65,,,14,3,40,682,"singleplayer', 'multiplayer', 'cooperative'",", 'all","singleplayer', 'multiplayer', 'cooperative', 'all","PC', 'macOS', 'Xbox 360', 'all",2013
Resonance,6/18/2012,"PC', 'macOS', 'Linux'",3.58,7,17,3,6,76,372,"singleplayer', 'retro', 'mystery', 'kickstarter'",", 'all","singleplayer', 'retro', 'mystery', 'kickstarter', 'all","PC', 'macOS', 'Linux', 'all",2012
Scribblenauts Unmasked: A DC Comics Adventure,9/24/2013,"PC', 'Nintendo Switch', 'Nintendo 3DS', 'Wii U'",3.5,3,35,14,6,68,350,"singleplayer', 'multiplayer', 'cooperative', 'funny', 'fantasy', 'sandbox', 'comedy', 'puzzles', 'superhero', 'batman'",", 'all","singleplayer', 'multiplayer', 'cooperative', 'funny', 'fantasy', 'sandbox', 'comedy', 'puzzles', 'superhero', 'batman', 'all","PC', 'Nintendo Switch', 'Nintendo 3DS', 'Wii U', 'all",2013
Total War Battles: KINGDOM,4/9/2015,"PC', 'iOS', 'Android', 'macOS'",1.74,1,1,5,16,67,546,"singleplayer', 'multiplayer', 'war', 'rts', 'medieval'",", 'all","singleplayer', 'multiplayer', 'war', 'rts', 'medieval', 'all","PC', 'iOS', 'Android', 'macOS', 'all",2015
Breach,1/26/2011,PC',1.98,1,3,14,24,59,678,"singleplayer', 'multiplayer', 'rpg'",", 'all","singleplayer', 'multiplayer', 'rpg', 'all","PC', 'all",2011
Out There: Omega Edition,2/27/2014,"PC', 'iOS', 'Android', 'macOS', 'Linux'",3.72,9,23,6,5,80,367,"singleplayer', 'atmospheric', 'rpg', 'exploration', 'space', 'roguelike', 'management', 'roguelite', 'science', 'ftl', 'fiction'",", 'all","singleplayer', 'atmospheric', 'rpg', 'exploration', 'space', 'roguelike', 'management', 'roguelite', 'science', 'ftl', 'fiction', 'all","PC', 'iOS', 'Android', 'macOS', 'Linux', 'all",2014
Runespell: Overture,7/20/2011,PC',2.07,,1,6,7,69,396,"singleplayer', 'rpg', 'fantasy', 'stats'",", 'all","singleplayer', 'rpg', 'fantasy', 'stats', 'all","PC', 'all",2011
Convoy,4/20/2015,"PC', 'macOS', 'Linux'",3.19,,12,5,4,72,379,"singleplayer', 'atmospheric', 'rpg', 'difficult', 'exploration', 'retro', 'moddable', 'roguelike', 'roguelite'",", 'all","singleplayer', 'atmospheric', 'rpg', 'difficult', 'exploration', 'retro', 'moddable', 'roguelike', 'roguelite', 'all","PC', 'macOS', 'Linux', 'all",2015
Gray Matter,2/21/2011,PC',3.64,8,15,5,5,72,590,"singleplayer', 'mystery', 'magic'",", 'all","singleplayer', 'mystery', 'magic', 'all","PC', 'all",2011
The Book of Unwritten Tales 2,2/20/2015,"PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'macOS', 'Linux', 'Xbox 360', 'PlayStation 3', 'Wii U'",3.22,3,24,8,10,80,583,"singleplayer', 'atmospheric', 'funny', 'fantasy', 'comedy', 'kickstarter'",", 'all","singleplayer', 'atmospheric', 'funny', 'fantasy', 'comedy', 'kickstarter', 'all","PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'macOS', 'Linux', 'Xbox 360', 'PlayStation 3', 'Wii U', 'all",2015
